rentree_scolaire;UAI;departement;academie;region;patronyme;indice_eloignement
2023;0811106M;TARN;TOULOUSE;OCCITANIE;MAISON FAMILIALE RURALE DE BRENS;105.8
2023;0351976H;ILLE-ET-VILAINE;RENNES;BRETAGNE;MAISON FAMILIALE RURALE DE SAINT-GRÉGOIRE;105.9
2023;0400019D;LANDES;BORDEAUX;NOUVELLE-AQUITAINE;LYCÉE PROFESSIONNEL FRÉDÉRIC ESTEVE - LYCÉE DES MÉTIERS DE L'AUTOMOBILE ET DU TRANSPORT;105.9
2023;0831109E;VAR;NICE;PROVENCE-ALPES-COTE D'AZUR;LYCÉE AGRICOLE PRIVÉ DE SAINT-MAXIMIN;106.0
2023;0850151C;VENDEE;NANTES;PAYS DE LA LOIRE;LYCÉE D'ENSEIGNEMENT GÉNÉRAL ET TECHNOLOGIQUE AGRICOLE DE FONTENAY-LE-COMTE;106.1
2023;0050012L;HAUTES-ALPES;AIX-MARSEILLE;PROVENCE-ALPES-COTE D'AZUR;LYCÉE D'ENSEIGNEMENT GÉNÉRAL ET TECHNOLOGIQUE AGRICOLE DE GAP;106.2
2023;0070064G;ARDECHE;GRENOBLE;AUVERGNE-RHONE-ALPES;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ JULES FROMENT;106.2
2023;0381660Y;ISERE;GRENOBLE;AUVERGNE-RHONE-ALPES;LYCÉE GÉNÉRAL PRIVÉ SAINTE CÉCILE;106.3
2023;0540085Z;MEURTHE-ET-MOSELLE;NANCY-METZ;GRAND EST;LYCÉE PROFESSIONNEL BERTRAND SCHWARTZ - LYCÉE DES MÉTIERS DE LA LOGISTIQUE ET DES SERVICES;106.3
2023;0711494N;SAONE-ET-LOIRE;DIJON;BOURGOGNE-FRANCHE-COMTE;LYCÉE POLYVALENT PRIVÉ SAINT LAZARE;106.3
2023;0741240W;HAUTE SAVOIE;GRENOBLE;AUVERGNE-RHONE-ALPES;MAISON FAMILIALE RURALE DE SALLANCHES;106.3
2023;0070066J;ARDECHE;GRENOBLE;AUVERGNE-RHONE-ALPES;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ MARIE RIVIER;106.4
2023;0080804F;ARDENNES;REIMS;GRAND EST;LYCÉE D'ENSEIGNEMENT GÉNÉRAL, TECHNOLOGIQUE ET PROFESSIONNEL AGRICOLE DE RETHEL;106.4
2023;0090022A;ARIEGE;TOULOUSE;OCCITANIE;LYCÉE D'ENSEIGNEMENT GÉNÉRAL ET TECHNOLOGIQUE AGRICOLE DE PAMIERS;106.4
2023;0950647M;VAL-D'OISE;VERSAILLES;ILE-DE-FRANCE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE GÉRARD DE NERVAL;106.4
2023;0241111C;DORDOGNE;BORDEAUX;NOUVELLE-AQUITAINE;LYCÉE D'ENSEIGNEMENT GÉNÉRAL, TECHNOLOGIQUE ET PROFESSIONNEL AGRICOLE DE MONBAZILLAC;106.5
2023;0290341N;FINISTERE;RENNES;BRETAGNE;LYCÉE D'ENSEIGNEMENT GÉNÉRAL, TECHNOLOGIQUE ET PROFESSIONNEL AGRICOLE DE CHÂTEAULIN;106.5
2023;0530016E;MAYENNE;NANTES;PAYS DE LA LOIRE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE LAVOISIER;106.5
2023;0890849P;YONNE;DIJON;BOURGOGNE-FRANCHE-COMTE;LYCÉE PROFESSIONNEL AGRICOLE DE CHAMPS-SUR-YONNE;106.5
2023;9710090W;GUADELOUPE;GUADELOUPE;GUADELOUPE;LYCÉE PROFESSIONNEL BERTÈNE JUMINER - LYCÉE DES MÉTIERS DE L'HABITAT ET DES SERVICES ASSOCIÉS;106.5
2023;0020031Y;AISNE;AMIENS;HAUTS-DE-FRANCE;LYCÉE D'ENSEIGNEMENT GÉNÉRAL ET TECHNOLOGIQUE FRÉDÉRIC ET IRÈNE JOLIOT CURIE;106.7
2023;0090002D;ARIEGE;TOULOUSE;OCCITANIE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE GABRIEL FAURÉ;106.7
2023;0332376D;GIRONDE;BORDEAUX;NOUVELLE-AQUITAINE;LYCÉE AGRICOLE PRIVÉ AGIR - SITE DE LANGON;106.7
2023;0560105K;MORBIHAN;RENNES;BRETAGNE;LYCÉE POLYVALENT PRIVÉ LA MENNAIS - LYCÉE DES MÉTIERS DE L'ÉLECTRICITÉ ET DES SERVICES À L'ENTREPRISE;106.7
2023;0640052J;PYRENEES-ATLANTIQUES;BORDEAUX;NOUVELLE-AQUITAINE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE GASTON FÉBUS;106.7
2023;0650014M;HAUTES-PYRENEES;TOULOUSE;OCCITANIE;LYCÉE PROFESSIONNEL DE L'ARROUZA - LYCÉE DES MÉTIERS DE L'HÔTELLERIE-RESTAURATION, DU COMMERCE ET DU WEB-MARKETING;106.7
2023;0110857X;AUDE;MONTPELLIER;OCCITANIE;LYCÉE AGRICOLE PRIVÉ EMILE DE RODAT DE PEZENS;106.8
2023;0430065M;HAUTE-LOIRE;CLERMONT-FERRAND;AUVERGNE-RHONE-ALPES;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ SAINT-GABRIEL;106.8
2023;9720692V;MARTINIQUE;MARTINIQUE;MARTINIQUE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE DU NORD ATLANTIQUE;106.8
2023;0021907M;AISNE;AMIENS;HAUTS-DE-FRANCE;MAISON FAMILIALE RURALE VALLÉE DU RETZ - AMBLENY;106.9
2023;0261098C;DROME;GRENOBLE;AUVERGNE-RHONE-ALPES;MAISON FAMILIALE RURALE DE CHÂTEAUNEUF SUR ISERE;106.9
2023;0290023T;FINISTERE;RENNES;BRETAGNE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE JEAN MOULIN;106.9
2023;0290156M;FINISTERE;RENNES;BRETAGNE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ SAINT LOUIS;106.9
2023;0560038M;MORBIHAN;RENNES;BRETAGNE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE JOSEPH LOTH;106.9
2023;0623276Z;PAS-DE-CALAIS;LILLE;HAUTS-DE-FRANCE;LYCÉE AGRICOLE PRIVÉ SAINTE-MARIE D'AIRE-SUR-LA-LYS;106.9
2023;0740037N;HAUTE SAVOIE;GRENOBLE;AUVERGNE-RHONE-ALPES;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE MME DE STAËL;106.9
2023;9720727H;MARTINIQUE;MARTINIQUE;MARTINIQUE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE MONTGÉRALD;106.9
2023;0470807X;LOT-ET-GARONNE;BORDEAUX;NOUVELLE-AQUITAINE;MAISON FAMILIALE RURALE DE PUJOLS;107.0
2023;0040490L;ALPES-DE-HTE-PROVENCE;AIX-MARSEILLE;PROVENCE-ALPES-COTE D'AZUR;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PIERRE-GILLES DE GENNES;107.1
2023;0530040F;MAYENNE;NANTES;PAYS DE LA LOIRE;LYCÉE PROFESSIONNEL PIERRE ET MARIE CURIE;107.1
2023;0860818X;VIENNE;POITIERS;NOUVELLE-AQUITAINE;LYCÉE PROFESSIONNEL AGRICOLE DE THURÉ;107.1
2023;0500026G;MANCHE;NORMANDIE;NORMANDIE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE CHARLES FRANÇOIS LEBRUN;107.2
2023;0500036T;MANCHE;NORMANDIE;NORMANDIE;LYCÉE POLYVALENT JULLIOT DE LA MORANDIÈRE - LYCÉE DES MÉTIERS DU NAUTISME, DE L'AUTOMOBILE ET DES ENVIRONEMENTS CONNECTÉS;107.2
2023;0851400K;VENDEE;NANTES;PAYS DE LA LOIRE;LYCÉE POLYVALENT JEAN MONNET;107.2
2023;0071125K;ARDECHE;GRENOBLE;AUVERGNE-RHONE-ALPES;LYCÉE D'ENSEIGNEMENT GÉNÉRAL, TECHNOLOGIQUE ET PROFESSIONNEL AGRICOLE D'AUBENAS;107.3
2023;0501850P;MANCHE;NORMANDIE;NORMANDIE;LYCÉE POLYVALENT MAURICE MARLAND;107.3
2023;9720468B;MARTINIQUE;MARTINIQUE;MARTINIQUE;LYCÉE PROFESSIONNEL RAYMOND NÉRIS - LYCÉE DES MÉTIERS DU NAUTISME ET DES ACTIVITÉS DE PORT;107.3
2023;0120014A;AVEYRON;TOULOUSE;OCCITANIE;LYCÉE PROFESSIONNEL JEAN VIGO;107.4
2023;0561641E;MORBIHAN;RENNES;BRETAGNE;LYCÉE POLYV. MARCELLIN BERTHELOT - LYCÉE DES MÉTIERS DES MATÉRIAUX PLASTIQUES ET COMPOSITES ET DES OUTILLAGES;107.4
2023;0781071R;YVELINES;VERSAILLES;ILE-DE-FRANCE;LYCÉE AGRICOLE PRIVÉ DE SONCHAMP;107.4
2023;0120006S;AVEYRON;TOULOUSE;OCCITANIE;LYCÉE POLYVALENT LA DÉCOUVERTE;107.5
2023;0290206S;FINISTERE;RENNES;BRETAGNE;LYCÉE POLYVALENT PRIVÉ NOTRE-DAME DE KERBERTRAND;107.5
2023;0570081D;MOSELLE;NANCY-METZ;GRAND EST;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE ERCKMANN CHATRIAN;107.7
2023;0640053K;PYRENEES-ATLANTIQUES;BORDEAUX;NOUVELLE-AQUITAINE;LYCÉE PROFESSIONNEL FRANCIS JAMMES - LYCÉE DES MÉTIERS DE L'INDUSTRIE CONNECTÉE, DURABLE ET DES SERVICES;107.7
2023;0741238U;HAUTE SAVOIE;GRENOBLE;AUVERGNE-RHONE-ALPES;MAISON FAMILIALE RURALE DE LA BALME-DE-SILLINGY;107.7
2023;0491942V;MAINE-ET-LOIRE;NANTES;PAYS DE LA LOIRE;MAISON FAMILIALE RURALE DE LONGUENÉE-EN-ANJOU;107.9
2023;0650139Y;HAUTES-PYRENEES;TOULOUSE;OCCITANIE;LYCÉE D'ENSEIGNEMENT GÉNÉRAL ET TECHNOLOGIQUE AGRICOLE DE VIC-EN-BIGORRE;107.9
2023;0352471W;ILLE-ET-VILAINE;RENNES;BRETAGNE;LYCÉE GÉNÉRAL PRIVÉ SAINT MAGLOIRE;108.0
2023;0622192W;PAS-DE-CALAIS;LILLE;HAUTS-DE-FRANCE;LYCÉE PROFESSIONNEL PRIVÉ SAINT JOSEPH - LYCÉE DES MÉTIERS MANAGEMENT, GESTION, COMMUNICATION;108.0
2023;0820531G;TARN-ET-GARONNE;TOULOUSE;OCCITANIE;LYCÉE PROFESSIONNEL AGRICOLE DE MOISSAC;108.1
2023;0850135K;VENDEE;NANTES;PAYS DE LA LOIRE;LYCÉE POLYVALENT PRIVÉ SAINTE MARIE;108.1
2023;0070021K;ARDECHE;GRENOBLE;AUVERGNE-RHONE-ALPES;LYCÉE POLYVALENT VINCENT D'INDY;108.2
2023;0170020E;CHARENTE-MARITIME;POITIERS;NOUVELLE-AQUITAINE;LYCÉE POLYVALENT EMILE COMBES - LYCÉE DES MÉTIERS DE L'ÉCO-CONSTRUCTION ET DE LA DÉCONSTRUCTION;108.2
2023;0240035H;DORDOGNE;BORDEAUX;NOUVELLE-AQUITAINE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRÉ DE CORDY;108.3
2023;0351953H;ILLE-ET-VILAINE;RENNES;BRETAGNE;LYCÉE AGRICOLE PRIVÉ SAINT-NICOLAS DE MONTAUBAN-DE-BRETAGNE;108.3
2023;0391213G;JURA;BESANCON;BOURGOGNE-FRANCHE-COMTE;MAISON FAMILIALE RURALE D'AMANGE;108.3
2023;0450750W;LOIRET;ORLEANS-TOURS;CENTRE-VAL DE LOIRE;LYCEE PROFESSIONNEL JEAN DE LA TAILLE - LYCEE DES METIERS DE L'ELECTROTECHNIQUE ET DE LA MAINTENANCE INDUSTRIELLE, DE L'HOTELLERIE ET DU COMMERCE;108.3
2023;0511219Y;MARNE;REIMS;GRAND EST;LYCÉE D'ENSEIGNEMENT GÉNÉRAL, TECHNOLOGIQUE ET PROFESSIONNEL AGRICOLE D'AVIZE;108.3
2023;0595119U;NORD;LILLE;HAUTS-DE-FRANCE;LYCÉE AGRICOLE PRIVÉ DE BAVAY;108.4
2023;0741236S;HAUTE SAVOIE;GRENOBLE;AUVERGNE-RHONE-ALPES;MAISON FAMILIALE RURALE DES ALLUAZ - BONNE;108.5
2023;0031047X;ALLIER;CLERMONT-FERRAND;AUVERGNE-RHONE-ALPES;LYCÉE PROFESSIONNEL AGRICOLE DE DURDAT-LAREQUILLE;108.6
2023;0951282C;VAL-D'OISE;VERSAILLES;ILE-DE-FRANCE;LYCÉE PROFESSIONNEL DU VEXIN, LYCÉE DES MÉTIERS DE LA SÉCURITÉ;108.7
2023;0351978K;ILLE-ET-VILAINE;RENNES;BRETAGNE;MAISON FAMILIALE RURALE DE SAINT-AUBIN D'AUBIGNE;109.1
2023;0441789F;LOIRE-ATLANTIQUE;NANTES;PAYS DE LA LOIRE;LYCÉE AGRICOLE PRIVÉ SAINT-MARTIN DE MACHECOUL;109.1
2023;0460661U;LOT;TOULOUSE;OCCITANIE;LYCÉE PROFESSIONNEL AGRICOLE DE CAHORS-LE-MONTAT;109.1
2023;0561476A;MORBIHAN;RENNES;BRETAGNE;MAISON FAMILIALE RURALE DE QUESTEMBER;109.1
2023;0593257V;NORD;LILLE;HAUTS-DE-FRANCE;LYCÉE AGRICOLE PRIVÉ DE GENECH;109.1
2023;0281021H;EURE-ET-LOIR;ORLEANS-TOURS;CENTRE-VAL DE LOIRE;LYCÉE PROFESSIONNEL SULLY - LYCÉE DES MÉTIERS DE LA MAINTENANCE, DES RÉSEAUX, DE L'ÉNERGIE;109.2
2023;0370016S;INDRE-ET-LOIRE;ORLEANS-TOURS;CENTRE-VAL DE LOIRE;LYCÉE POLYVALENT THÉRÈSE PLANIOL - LYCÉE DES MÉTIERS DU SERVICE ET DE LA PRODUCTION;109.2
2023;0422284E;LOIRE;LYON;AUVERGNE-RHONE-ALPES;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE DES HORIZONS;109.2
2023;0772737G;SEINE-ET-MARNE;CRETEIL;ILE-DE-FRANCE;LYCÉE GÉNÉRAL - INTERNAT D'EXCELLENCE DE SOURDUN;109.2
2023;0820888V;TARN-ET-GARONNE;TOULOUSE;OCCITANIE;MAISON FAMILIALE RURALE DE MOISSAC;109.5
2023;0820899G;TARN-ET-GARONNE;TOULOUSE;OCCITANIE;LYCÉE POLYVALENT JEAN BAYLET;109.5
2023;0290160S;FINISTERE;RENNES;BRETAGNE;LYCÉE GÉNÉRAL PRIVÉ SAINT FRANÇOIS-NOTRE DAME;109.6
2023;0251671F;DOUBS;BESANCON;BOURGOGNE-FRANCHE-COMTE;LPO EDGAR FAURE - LYCÉE DES MÉTIERS DE L'HORLOGERIE, DE LA BIJOUTERIE ET DE LA JOAILLERIE;109.7
2023;0693053U;RHONE;LYON;AUVERGNE-RHONE-ALPES;MAISON FAMILIALE RURALE DE SAINT-ROMAIN DE POPEY;109.7
2023;0221033D;COTES D'ARMOR;RENNES;BRETAGNE;LYCÉE AGRICOLE PRIVÉ DE QUESSOY;109.9
2023;0350918H;ILLE-ET-VILAINE;RENNES;BRETAGNE;LYCÉE AGRICOLE PRIVÉ LES VERGERS DE DOL-DE-BRETAGNE;109.9
2023;0221571N;COTES D'ARMOR;RENNES;BRETAGNE;LYCÉE POLYVALENT KERRAOUL - LYCÉE DES MÉTIERS SANITAIRE ET SOCIAL;110.2
2023;0290092T;FINISTERE;RENNES;BRETAGNE;LYCÉE PROFESSIONNEL DE PONT-DE-BUIS - LYCÉE DES MÉTIERS DE L'AUTOMOBILE;110.2
2023;0371395R;INDRE-ET-LOIRE;ORLEANS-TOURS;CENTRE-VAL DE LOIRE;MAISON FAMILIALE RURALE D'AZAY-LE-RIDEAU;110.2
2023;0441826W;LOIRE-ATLANTIQUE;NANTES;PAYS DE LA LOIRE;MAISON FAMILIALE RURALE DE MACHECOUL;110.2
2023;0730037U;SAVOIE;GRENOBLE;AUVERGNE-RHONE-ALPES;LYCÉE POLYVALENT PAUL HÉROULT;110.3
2023;0421674S;LOIRE;LYON;AUVERGNE-RHONE-ALPES;LYCÉE AGRICOLE PRIVÉ DE FEURS;110.4
2023;0120096P;AVEYRON;TOULOUSE;OCCITANIE;LYCÉE PROFESSIONNEL DU BÂTIMENT - LYCÉE DES MÉTIERS DU BOIS ET DE L'HABITAT;110.5
2023;0580076T;NIEVRE;DIJON;BOURGOGNE-FRANCHE-COMTE;LYCÉE TECHNOLOGIQUE ET PROFESSIONNEL PRIVÉ SIMONE DOUNON;110.5
2023;0762442S;SEINE MARITIME;NORMANDIE;NORMANDIE;LYCÉE POLYVALENT PRIVÉ SAINT JOSEPH;110.5
2023;0352318E;ILLE-ET-VILAINE;RENNES;BRETAGNE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE JEAN BRITO;110.7
2023;0851223T;VENDEE;NANTES;PAYS DE LA LOIRE;MAISON FAMILIALE RURALE DE LA MOTHE-ACHARD;110.7
2023;0291604L;FINISTERE;RENNES;BRETAGNE;MAISON FAMILIALE RURALE DE PLABENNEC;110.8
2023;0500082T;MANCHE;NORMANDIE;NORMANDIE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE HENRI CORNAT;110.8
2023;0790670Z;DEUX-SEVRES;POITIERS;NOUVELLE-AQUITAINE;MAISON FAMILIALE RURALE DU MARAIS POITEVIN;110.9
2023;0360002G;INDRE;ORLEANS-TOURS;CENTRE-VAL DE LOIRE;LYCÉE GÉNÉRAL ROLLINAT;111.0
2023;0561463L;MORBIHAN;RENNES;BRETAGNE;LYCÉE AGRICOLE PRIVÉ SAINT-ANGES KERLEBOST DE PONTIVY;111.0
2023;0291843W;FINISTERE;RENNES;BRETAGNE;MAISON FAMILIALE RURALE DE LANDIVISIAU;111.1
2023;0623280D;PAS-DE-CALAIS;LILLE;HAUTS-DE-FRANCE;LYCÉE AGRICOLE PRIVÉ DE SAVY-BERLETTE;111.1
2023;0660632D;PYRENEES-ORIENTALES;MONTPELLIER;OCCITANIE;LYCÉE AGRICOLE PRIVÉ BEAUSOLEIL DE CÉRET;111.1
2023;0290324V;FINISTERE;RENNES;BRETAGNE;LYCÉE AGRICOLE PRIVÉ AGROTECH DE LESNEVEN;111.2
2023;0791013X;DEUX-SEVRES;POITIERS;NOUVELLE-AQUITAINE;MAISON FAMILIALE RURALE DE MAULEON;111.3
2023;0501594L;MANCHE;NORMANDIE;NORMANDIE;MAISON FAMILIALE RURALE DE VALOGNES;111.4
2023;0611119K;ORNE;NORMANDIE;NORMANDIE;MAISON FAMILIALE RURALE DE CERISY-BELLE-ETOILE;111.4
2023;0740148J;HAUTE SAVOIE;GRENOBLE;AUVERGNE-RHONE-ALPES;LYCÉE PROFESSIONNEL PRIVÉ LA FONTAINE;111.4
2023;0291842V;FINISTERE;RENNES;BRETAGNE;MAISON FAMILIALE RURALE DU LE FAOU;111.6
2023;0851305G;VENDEE;NANTES;PAYS DE LA LOIRE;MAISON FAMILIALE RURALE DE LE POIRÉ-SUR-VIE;111.6
2023;0011258M;AIN;LYON;AUVERGNE-RHONE-ALPES;LYCÉE PROFESSIONNEL PRIVÉ ENSEMBLE SCOLAIRE LAMARTINE;111.7
2023;0623277A;PAS-DE-CALAIS;LILLE;HAUTS-DE-FRANCE;INSTITUT AGRICOLE PRIVÉ DE BAPAUME;111.7
2023;0110984K;AUDE;MONTPELLIER;OCCITANIE;LYCÉE AGRICOLE PRIVÉ L'AMANDIER;111.8
2023;0140052F;CALVADOS;NORMANDIE;NORMANDIE;LYCÉE POLYVALENT GUILLAUME LE CONQUÉRANT - LYCÉE DES MÉTIERS DE LA GESTION;111.8
2023;0310028M;HAUTE-GARONNE;TOULOUSE;OCCITANIE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE VINCENT AURIOL;111.9
2023;0630012W;PUY-DE-DOME;CLERMONT-FERRAND;AUVERGNE-RHONE-ALPES;LYCÉE PROFESSIONNEL FRANÇOIS RABELAIS;111.9
2023;0631162W;PUY-DE-DOME;CLERMONT-FERRAND;AUVERGNE-RHONE-ALPES;LYCÉE AGRICOLE PRIVÉ SAINT-JOSEPH DE LE BREUIL-SUR-COUZE;111.9
2023;0860021F;VIENNE;POITIERS;NOUVELLE-AQUITAINE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE GUY CHAUVET;112.0
2023;0190674E;CORREZE;LIMOGES;NOUVELLE-AQUITAINE;LYCÉE PROFESSIONNEL RÉGIONAL BERNART DE VENTADOUR;112.2
2023;0730029K;SAVOIE;GRENOBLE;AUVERGNE-RHONE-ALPES;LYCÉE POLYVALENT AMBROISE CROIZAT - LYCÉE DES MÉTIERS DES SERVICES DE MONTAGNE;112.2
2023;0400933X;LANDES;BORDEAUX;NOUVELLE-AQUITAINE;LYCÉE GÉNÉRAL SUD DES LANDES;112.3
2023;0590112B;NORD;LILLE;HAUTS-DE-FRANCE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE DUPLEIX;112.3
2023;0880030E;VOSGES;NANCY-METZ;GRAND EST;LYCÉE GÉNÉRAL LA HAIE GRISELLE;112.3
2023;0332373A;GIRONDE;BORDEAUX;NOUVELLE-AQUITAINE;LYCÉE AGRICOLE PRIVÉ AGIR - SITE DE PAUILLAC;112.4
2023;0420065T;LOIRE;LYON;AUVERGNE-RHONE-ALPES;LYCÉE PROFESSIONNEL DU HAUT FOREZ - LYCÉE DES MÉTIERS DE LA RESTAURATION ET DES SERVICES À LA PERSONNE;112.4
2023;0700958L;HAUTE-SAONE;BESANCON;BOURGOGNE-FRANCHE-COMTE;MAISON FAMILIALE RURALE DE FOUGEROLLES;112.4
2023;0261097B;DROME;GRENOBLE;AUVERGNE-RHONE-ALPES;MAISON FAMILIALE RURALE D'ANNEYRON;112.5
2023;0741237T;HAUTE SAVOIE;GRENOBLE;AUVERGNE-RHONE-ALPES;MAISON FAMILIALE RURALE DES METIERS DE LA MONTAGNE - THÔNES;112.5
2023;0880031F;VOSGES;NANCY-METZ;GRAND EST;LYCÉE PROFESSIONNEL PIERRE GILLES DE GENNES - LYCÉE DES MÉTIERS DE L'AUTOMOBILE ET DU TRANSPORT;112.5
2023;0121157T;AVEYRON;TOULOUSE;OCCITANIE;LYCÉE PROFESSIONNEL RAYMOND SAVIGNAC;112.6
2023;0640028H;PYRENEES-ATLANTIQUES;BORDEAUX;NOUVELLE-AQUITAINE;LYCÉE PROFESSIONNEL AIZPURDI;112.7
2023;0680060W;HAUT-RHIN;STRASBOURG;GRAND EST;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE RIBEAUPIERRE;112.7
2023;0140056K;CALVADOS;NORMANDIE;NORMANDIE;LYCÉE POLYVALENT ALBERT SOREL;112.8
2023;0170098P;CHARENTE-MARITIME;POITIERS;NOUVELLE-AQUITAINE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ SAINT LOUIS;112.9
2023;0301430S;GARD;MONTPELLIER;OCCITANIE;MAISON FAMILIALE RURALE DE CASTILLON-DU-GARD;113.2
2023;0640079N;PYRENEES-ATLANTIQUES;BORDEAUX;NOUVELLE-AQUITAINE;LYCÉE PROFESSIONNEL PIERRE ET MARIE CURIE;113.2
2023;0120061B;AVEYRON;TOULOUSE;OCCITANIE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ SAINT-JOSEPH;113.3
2023;0171338M;CHARENTE-MARITIME;POITIERS;NOUVELLE-AQUITAINE;MAISON FAMILIALE RURALE DE PONT-L'ABBÉ;113.3
2023;0763212D;SEINE MARITIME;NORMANDIE;NORMANDIE;MAISON FAMILIALE RURALE DE TÔTES;113.3
2023;0150661M;CANTAL;CLERMONT-FERRAND;AUVERGNE-RHONE-ALPES;LYCÉE AGRICOLE PRIVÉ SAINT-VINCENT DE SAINT-FLOUR;113.4
2023;0810833R;TARN;TOULOUSE;OCCITANIE;LYCÉE AGRICOLE PRIVÉ TOUSCAYRATS DE VERDALLE;113.4
2023;0241048J;DORDOGNE;BORDEAUX;NOUVELLE-AQUITAINE;MAISON FAMILIALE RURALE DE LA FORCE;113.5
2023;0221866J;COTES D'ARMOR;RENNES;BRETAGNE;LYCÉE PROFESSIONNEL PRIVÉ KERSA LA SALLE;113.6
2023;0171290K;CHARENTE-MARITIME;POITIERS;NOUVELLE-AQUITAINE;MAISON FAMILIALE RURALE DE SAINT-DENIS-DU-PIN;113.8
2023;0320023B;GERS;TOULOUSE;OCCITANIE;LYCÉE POLYVALENT ALAIN-FOURNIER;113.8
2023;0560274U;MORBIHAN;RENNES;BRETAGNE;LYCÉE PROFESSIONNEL AGRICOLE DE SAINT-JEAN-DE-BREVELAY;113.8
2023;0290034E;FINISTERE;RENNES;BRETAGNE;LYCEE GENERAL ET TECHNOLOGIQUE JEAN-MARIE LE BRIS;114.0
2023;0141904U;CALVADOS;NORMANDIE;NORMANDIE;MAISON FAMILIALE RURALE DE LES MOUTIERS-EN-CINGLAIS;114.1
2023;0491837F;MAINE-ET-LOIRE;NANTES;PAYS DE LA LOIRE;MAISON FAMILIALE RURALE DE DOUÉ-LA-FONTAINE;114.1
2023;0790019S;DEUX-SEVRES;POITIERS;NOUVELLE-AQUITAINE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE JOSEPH DESFONTAINES;114.1
2023;0810030T;TARN;TOULOUSE;OCCITANIE;LYCÉE GÉNÉRAL LAS CASES;114.1
2023;0241125T;DORDOGNE;BORDEAUX;NOUVELLE-AQUITAINE;LYCÉE POLYVALENT ANTOINE DE SAINT-EXUPÉRY;114.3
2023;0470015L;LOT-ET-GARONNE;BORDEAUX;NOUVELLE-AQUITAINE;LYCÉE PROFESSIONNEL PORTE DU LOT - LYCÉE DES MÉTIERS DE LA MAINTENANCE ET DES TRAVAUX PUBLICS;114.3
2023;0500087Y;MANCHE;NORMANDIE;NORMANDIE;LYCÉE POLYVALENT CLAUDE LEHEC - LYCÉE DES MÉTIERS DE LA MAINTENANCE DES MATÉRIELS;114.4
2023;0171552V;CHARENTE-MARITIME;POITIERS;NOUVELLE-AQUITAINE;MAISON FAMILIALE RURALE DE LA SAINTONGE ET DE L'AUNIS - SAINT-GENIS-DE-SAINTONGE;114.6
2023;0610702G;ORNE;NORMANDIE;NORMANDIE;LYCÉE GÉNÉRAL PRIVÉ MARIE IMMACULÉE;114.6
2023;0080951R;ARDENNES;REIMS;GRAND EST;MAISON FAMILIALE RURALE DE LUCQUY;114.7
2023;0171291L;CHARENTE-MARITIME;POITIERS;NOUVELLE-AQUITAINE;MAISON FAMILIALE RURALE DE SAINT-GERMAIN;114.7
2023;0441973F;LOIRE-ATLANTIQUE;NANTES;PAYS DE LA LOIRE;MAISON FAMILIALE RURALE DE SAINT-PHILBERT-DE-GRAND-LIEU;114.8
2023;0840747F;VAUCLUSE;AIX-MARSEILLE;PROVENCE-ALPES-COTE D'AZUR;LYCÉE AGRICOLE PRIVÉ SAINT-DOMINIQUE DE VALREAS;114.8
2023;0841203B;VAUCLUSE;AIX-MARSEILLE;PROVENCE-ALPES-COTE D'AZUR;MFREO DU HAUT VAUCLUSE;114.8
2023;0851232C;VENDEE;NANTES;PAYS DE LA LOIRE;MAISON FAMILIALE RURALE DE MAREUIL-SUR-LAY-DISSAIS;114.8
2023;0451464X;LOIRET;ORLEANS-TOURS;CENTRE-VAL DE LOIRE;MAISON FAMILIALE RURALE DE FÉROLLES;114.9
2023;0851238J;VENDEE;NANTES;PAYS DE LA LOIRE;MAISON FAMILIALE RURALE DE SAINT-JEAN-DE-MONTS;115.1
