rentree_scolaire;UAI;departement;academie;region;patronyme;indice_eloignement
2020;0754476H;PARIS;PARIS;ILE-DE-FRANCE;LYCÉE POLYVALENT GUILLAUME TIREL - LYCÉE DES MÉTIERS DE L' HOTELLERIE;92.2
2020;0753268V;PARIS;PARIS;ILE-DE-FRANCE;LYCÉE POLYVALENT JEAN LURÇAT;92.7
2020;0130049H;BOUCHES-DU-RHONE;AIX-MARSEILLE;PROVENCE-ALPES-COTE D'AZUR;LYCÉE POLYVALENT DU REMPART;92.9
2020;0750675B;PARIS;PARIS;ILE-DE-FRANCE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE VOLTAIRE;93.1
2020;0130043B;BOUCHES-DU-RHONE;AIX-MARSEILLE;PROVENCE-ALPES-COTE D'AZUR;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE VICTOR HUGO;93.2
2020;0592921E;NORD;LILLE;HAUTS-DE-FRANCE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ SAINT RÉMI;93.3
2020;0131402D;BOUCHES-DU-RHONE;AIX-MARSEILLE;PROVENCE-ALPES-COTE D'AZUR;LYCEE DES METIERS PRIVE CHARLES PEGUY;93.4
2020;0750663N;PARIS;PARIS;ILE-DE-FRANCE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE CHAPTAL;93.4
2020;0753890W;PARIS;PARIS;ILE-DE-FRANCE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ CHARLES PÉGUY;93.4
2020;0420079H;LOIRE;LYON;AUVERGNE-RHONE-ALPES;LYCÉE PROFESSIONNEL ETIENNE MIMARD;93.5
2020;0753915Y;PARIS;PARIS;ILE-DE-FRANCE;LYCÉE GÉNÉRAL PRIVÉ BLOMET;93.5
2020;0131398Z;BOUCHES-DU-RHONE;AIX-MARSEILLE;PROVENCE-ALPES-COTE D'AZUR;LYCÉE TECHNOLOGIQUE PRIVÉ MAXIMILIEN DE SULLY;93.6
2020;0131441W;BOUCHES-DU-RHONE;AIX-MARSEILLE;PROVENCE-ALPES-COTE D'AZUR;LYCÉE PROFESSIONNEL PRIVÉ SAINT MICHEL;93.6
2020;0921484N;HAUTS-DE-SEINE;VERSAILLES;ILE-DE-FRANCE;LYCÉE POLYVALENT PRIVÉ MONTALEMBERT;93.6
2020;0690035N;RHONE;LYON;AUVERGNE-RHONE-ALPES;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE AUGUSTE ET LOUIS LUMIÈRE;93.7
2020;0750651A;PARIS;PARIS;ILE-DE-FRANCE;LYCÉE POLYVALENT SIMONE WEIL;93.7
2020;0420041S;LOIRE;LYON;AUVERGNE-RHONE-ALPES;LYCÉE GÉNÉRAL CLAUDE FAURIEL;93.8
2020;0590186G;NORD;LILLE;HAUTS-DE-FRANCE;LYCÉE PROFESSIONNEL TURGOT - LYCÉE DES MÉTIERS DES SERVICES ADMINISTRATIFS ET DE LA RELATION CLIENT;93.8
2020;0921230M;HAUTS-DE-SEINE;VERSAILLES;ILE-DE-FRANCE;LYCÉE POLYVALENT LÉONARD DE VINCI, LYCÉE DES MÉTIERS DE LA MICRO-TECHNOLOGIE, DE L'OPTIQUE ET DES SERVICES AUX ENTREPRISES;93.8
2020;0754860A;PARIS;PARIS;ILE-DE-FRANCE;LYCÉE PRIVÉ SAINT FRANÇOIS DE SALES - THÉRÈSE CHAPPUIS;93.9
2020;0930118Y;SEINE-SAINT-DENIS;CRETEIL;ILE-DE-FRANCE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE JEAN RENOIR;93.9
2020;0750682J;PARIS;PARIS;ILE-DE-FRANCE;LYCÉE GÉNÉRAL RODIN;94.0
2020;0750703G;PARIS;PARIS;ILE-DE-FRANCE;LYCÉE GÉNÉRAL MOLIÈRE;94.0
2020;0940580V;VAL-DE-MARNE;CRETEIL;ILE-DE-FRANCE;LYCÉE POLYVALENT DE CACHAN;94.0
2020;0130040Y;BOUCHES-DU-RHONE;AIX-MARSEILLE;PROVENCE-ALPES-COTE D'AZUR;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE THIERS;94.1
2020;0690040U;RHONE;LYON;AUVERGNE-RHONE-ALPES;LYCEE POLYVALENT HECTOR GUIMARD - LYCEE DES METIERS DE LA FONDERIE, DE LA PLASTURGIE ET DES OUTILLAGES ASSOCIES, DE LA PROTHESE DENTAIRE;94.1
2020;0750671X;PARIS;PARIS;ILE-DE-FRANCE;LYCÉE POLYVALENT EDGAR QUINET;94.1
2020;0755352K;PARIS;PARIS;ILE-DE-FRANCE;LYCÉE GENERAL PRIVÉ N'R HATORAH;94.1
2020;0930125F;SEINE-SAINT-DENIS;CRETEIL;ILE-DE-FRANCE;LYCÉE ENSEIGNEMENT GÉNÉRAL ET TECHNOLOGIQUE PAUL ELUARD;94.1
2020;0131339K;BOUCHES-DU-RHONE;AIX-MARSEILLE;PROVENCE-ALPES-COTE D'AZUR;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ SAINT JOSEPH DE LA MADELEINE;94.2
2020;0930135S;SEINE-SAINT-DENIS;CRETEIL;ILE-DE-FRANCE;LYCÉE PROFESSIONNEL SIMONE WEIL;94.2
2020;0631068U;PUY-DE-DOME;CLERMONT-FERRAND;AUVERGNE-RHONE-ALPES;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ GODEFROY DE BOUILLON;94.3
2020;0753919C;PARIS;PARIS;ILE-DE-FRANCE;LYCÉE PRIVÉ PASCAL;94.3
2020;0510034K;MARNE;REIMS;GRAND EST;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE FRANKLIN ROOSEVELT;94.4
2020;0641664L;PYRENEES-ATLANTIQUES;BORDEAUX;NOUVELLE-AQUITAINE;LYCEE PROFESSIONNEL PRIVE IMMACULEE-CONCEPTION BEAU FRENE - LYCEE DES METIERS DE L'INDUSTRIE, DU NUMERIQUE ET DE LA TRANSITION ENERGETIQUE;94.4
2020;0690032K;RHONE;LYON;AUVERGNE-RHONE-ALPES;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE JULIETTE RÉCAMIER;94.4
2020;0750696Z;PARIS;PARIS;ILE-DE-FRANCE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE ROGER VERLOMME;94.4
2020;0930122C;SEINE-SAINT-DENIS;CRETEIL;ILE-DE-FRANCE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE CONDORCET;94.4
2020;0930936M;SEINE-SAINT-DENIS;CRETEIL;ILE-DE-FRANCE;LYCÉE POLYVALENT PRIVÉ SAINT BENOIST DE L'EUROPE;94.4
2020;0420984S;LOIRE;LYON;AUVERGNE-RHONE-ALPES;LYCÉE PROFESSIONNEL PRIVÉ SAINTE MARIE - LYCÉE DES MÉTIERS DE LA VENTE ET DE LA COMMUNICATION VISUELLE;94.5
2020;0630018C;PUY-DE-DOME;CLERMONT-FERRAND;AUVERGNE-RHONE-ALPES;LYCÉE GÉNÉRAL BLAISE PASCAL;94.5
2020;0640184C;PYRENEES-ATLANTIQUES;BORDEAUX;NOUVELLE-AQUITAINE;LP PRIVÉ MONTPENSIER - LYCÉE DES MÉTIERS DE LA SANTÉ, DE L'ANIMATION, DE L'ORGANISATION ADMINISTRATIVE, COMMERCIALE, DU TRANSPORT;94.5
2020;0650062P;HAUTES-PYRENEES;TOULOUSE;OCCITANIE;LYCÉE GÉNÉRAL PRIVÉ JEANNE D'ARC;94.5
2020;0690045Z;RHONE;LYON;AUVERGNE-RHONE-ALPES;LYCÉE PROFESSIONNEL JEAN LURÇAT - LYCÉE DES MÉTIERS DES SERVICES AUX PERSONNES ET AUX ENTREPRISES;94.5
2020;0750670W;PARIS;PARIS;ILE-DE-FRANCE;LYCÉE GÉNÉRAL LAMARTINE;94.5
2020;0753943D;PARIS;PARIS;ILE-DE-FRANCE;INSTITUT LA TOUR (ECOLE SECONDAIRE PRIVÉE);94.5
2020;0060038J;ALPES-MARITIMES;NICE;PROVENCE-ALPES-COTE D'AZUR;LYCÉE PROFESSIONNEL VAUBAN;94.6
2020;0592980U;NORD;LILLE;HAUTS-DE-FRANCE;LYCÉE POLYVALENT PRIVÉ EIC MARIE NOËL;94.6
2020;0752845K;PARIS;PARIS;ILE-DE-FRANCE;LYCÉE PROFESSIONNEL THÉOPHILE GAUTIER;94.6
2020;0754475G;PARIS;PARIS;ILE-DE-FRANCE;LYCÉE POLYVALENT LÉONARD DE VINCI - LYCÉE DES MÉTIERS DU BOIS;94.6
2020;0330021U;GIRONDE;BORDEAUX;NOUVELLE-AQUITAINE;LYCÉE GÉNÉRAL MICHEL MONTAIGNE;94.7
2020;0730016W;SAVOIE;GRENOBLE;AUVERGNE-RHONE-ALPES;LYCÉE POLYVALENT MONGE - LYCÉE DES MÉTIERS DE LA CRÉATION INDUSTRIELLE;94.7
2020;0801946F;SOMME;AMIENS;HAUTS-DE-FRANCE;LYCÉE PROFESSIONNEL PRIVÉ LA PROVIDENCE - LYCÉE DES MÉTIERS DES ÉNERGIES NOUVELLES ET DU NUMÉRIQUE;94.7
2020;0131335F;BOUCHES-DU-RHONE;AIX-MARSEILLE;PROVENCE-ALPES-COTE D'AZUR;LYCÉE GÉNÉRAL PRIVÉ CHEVREUL BLANCARDE;94.8
2020;0750688R;PARIS;PARIS;ILE-DE-FRANCE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE RABELAIS;94.8
2020;0754924V;PARIS;PARIS;ILE-DE-FRANCE;LYCÉE POLYVALENT PRIVÉ NOTRE-DAME - SAINT VINCENT DE PAUL - LYCÉE DES MÉTIERS DE LA SANTÉ ET DU SOCIAL;94.8
2020;0900236T;TERRITOIRE DE BELFORT;BESANCON;BOURGOGNE-FRANCHE-COMTE;LYCÉE PROFESSIONNEL RAOUL FOLLEREAU;94.8
2020;0920134W;HAUTS-DE-SEINE;VERSAILLES;ILE-DE-FRANCE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE JACQUES PRÉVERT;94.8
2020;0930117X;SEINE-SAINT-DENIS;CRETEIL;ILE-DE-FRANCE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE LE CORBUSIER;94.8
2020;0691659D;RHONE;LYON;AUVERGNE-RHONE-ALPES;LYCÉE TECHNOLOGIQUE PRIVÉ DON BOSCO;94.9
2020;0730013T;SAVOIE;GRENOBLE;AUVERGNE-RHONE-ALPES;LYCÉE GÉNÉRAL VAUGELAS;94.9
2020;0931797Y;SEINE-SAINT-DENIS;CRETEIL;ILE-DE-FRANCE;LYCÉE POLYVALENT PRIVÉ JEAN-BAPTISTE DE LA SALLE - LYCÉE DES MÉTIERS DES APPLICATIONS DE L'ÉNERGIE ÉLECTRIQUE ET DE LEUR MAINTENANCE;94.9
2020;0932619S;SEINE-SAINT-DENIS;CRETEIL;ILE-DE-FRANCE;LYCÉE GÉNÉRAL PRIVÉ SAINT GERMAIN;94.9
2020;0753217P;PARIS;PARIS;ILE-DE-FRANCE;LYCÉE POLYVALENT PRIVÉ SAINTE THÉRÈSE;95.0
2020;0801209E;SOMME;AMIENS;HAUTS-DE-FRANCE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ SAINTE-FAMILLE;95.0
2020;0900004R;TERRITOIRE DE BELFORT;BESANCON;BOURGOGNE-FRANCHE-COMTE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE RAOUL FOLLEREAU;95.0
2020;0930124E;SEINE-SAINT-DENIS;CRETEIL;ILE-DE-FRANCE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE MARCELIN BERTHELOT;95.0
2020;0130053M;BOUCHES-DU-RHONE;AIX-MARSEILLE;PROVENCE-ALPES-COTE D'AZUR;LYCÉE POLYVALENT JEAN PERRIN;95.1
2020;0141164P;CALVADOS;NORMANDIE;NORMANDIE;LYCÉE GÉNÉRAL PRIVÉ INSTITUTION SAINTE MARIE;95.1
2020;0331499A;GIRONDE;BORDEAUX;NOUVELLE-AQUITAINE;LYCÉE GÉNÉRAL PRIVÉ NOTRE DAME;95.1
2020;0681761V;HAUT-RHIN;STRASBOURG;GRAND EST;LYCÉE GÉNÉRAL LAMBERT;95.1
2020;0820032P;TARN-ET-GARONNE;TOULOUSE;OCCITANIE;LYCÉE PROFESSIONNEL BOURDELLE;95.1
2020;0631737W;PUY-DE-DOME;CLERMONT-FERRAND;AUVERGNE-RHONE-ALPES;LYCÉE PROFESSIONNEL PRIVÉ SAINT ALYRE;95.2
2020;0690514J;RHONE;LYON;AUVERGNE-RHONE-ALPES;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ CHARLES DE FOUCAULD;95.2
2020;0940882Y;VAL-DE-MARNE;CRETEIL;ILE-DE-FRANCE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ SAINT MICHEL;95.2
2020;0060677D;ALPES-MARITIMES;NICE;PROVENCE-ALPES-COTE D'AZUR;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ SASSERNO;95.3
2020;0170100S;CHARENTE-MARITIME;POITIERS;NOUVELLE-AQUITAINE;LYCÉE POLYVALENT PRIVÉ FÉNELON NOTRE-DAME;95.3
2020;0540082W;MEURTHE-ET-MOSELLE;NANCY-METZ;GRAND EST;LYCÉE PROFESSIONNEL PAUL LOUIS CYFFLÉ - LYCÉE DES MÉTIERS DES INDUSTRIES GRAPHIQUES ET DES SERVICES AUX ORGANISATIONS;95.3
2020;0750681H;PARIS;PARIS;ILE-DE-FRANCE;LYCÉE POLYVALENT BOULLE - LYCÉE DES MÉTIERS D'ART, D'ARCHITECTURE INTÉRIEURE ET DU DESIGN;95.3
2020;0753851D;PARIS;PARIS;ILE-DE-FRANCE;LYCÉE GÉNÉRAL PRIVÉ LA ROCHEFOUCAULD;95.3
2020;0941724N;VAL-DE-MARNE;CRETEIL;ILE-DE-FRANCE;LYCÉE PROFESSIONNEL PRIVÉ CLAUDE-NICOLAS LEDOUX - LYCÉE DES MÉTIERS DE LA CONSTRUCTION ET DE SON ENVIRONNEMENT;95.3
2020;0010013J;AIN;LYON;AUVERGNE-RHONE-ALPES;LYCÉE GÉNÉRAL LALANDE;95.4
2020;0380029A;ISERE;GRENOBLE;AUVERGNE-RHONE-ALPES;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE LES EAUX CLAIRES;95.4
2020;0542408Z;MEURTHE-ET-MOSELLE;NANCY-METZ;GRAND EST;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ CHARLES DE FOUCAULD;95.4
2020;0622107D;PAS-DE-CALAIS;LILLE;HAUTS-DE-FRANCE;LYCÉE GÉNÉRAL PRIVÉ NAZARETH HAFFREINGUE;95.4
2020;0783323N;YVELINES;VERSAILLES;ILE-DE-FRANCE;LYCÉE TECHNOLOGIQUE PRIVÉ SAINT THOMAS DE VILLENEUVE;95.4
2020;0940143V;VAL-DE-MARNE;CRETEIL;ILE-DE-FRANCE;LYCÉE PROFESSIONNEL JEAN MOULIN;95.4
2020;0271268G;EURE;NORMANDIE;NORMANDIE;LYCÉE PROFESSIONNEL ARISTIDE BRIAND;95.5
2020;0590265T;NORD;LILLE;HAUTS-DE-FRANCE;LYCÉE PROFESSIONNEL EDMOND LABBÉ;95.5
2020;0622198C;PAS-DE-CALAIS;LILLE;HAUTS-DE-FRANCE;LPO PRIVÉ ET CAMPUS ST JOSEPH - LYCÉE DES MÉTIERS ENERGIES,NUMÉRIQUE ET AUTOMATION - MANAGEMENT,GESTION,COMMUNICATION - SANTÉ,SOCIAL;95.5
2020;0640057P;PYRENEES-ATLANTIQUES;BORDEAUX;NOUVELLE-AQUITAINE;LYCÉE POLYVALENT SAINT CRICQ;95.5
2020;0671610L;BAS-RHIN;STRASBOURG;GRAND EST;LYCÉE D'ENSEIGNEMENT GÉNÉRAL PRIVÉ INSTITUTION NOTRE DAME;95.5
2020;0693786R;RHONE;LYON;AUVERGNE-RHONE-ALPES;LYCÉE POLYVALENT PRIVÉ JEHANNE DE FRANCE;95.5
2020;0830058M;VAR;NICE;PROVENCE-ALPES-COTE D'AZUR;LYCÉE PROFESSIONNEL GEORGES CISSON - LYCÉE DES MÉTIERS DE L'AUTOMOBILE ET DE L'ÉLECTRICITÉ;95.5
2020;0930127H;SEINE-SAINT-DENIS;CRETEIL;ILE-DE-FRANCE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE CLÉMENCEAU;95.5
2020;0932074Z;SEINE-SAINT-DENIS;CRETEIL;ILE-DE-FRANCE;LYCÉE POLYVALENT MARCEL CACHIN - LYCÉE DES MÉTIERS DE LA SANTÉ ET DU TRAVAIL SOCIAL;95.5
2020;0952196W;VAL-D'OISE;VERSAILLES;ILE-DE-FRANCE;LYCÉE POLYVALENT GUSTAVE MONOD, LYCÉE DES MÉTIERS DE L'INGÉNIERIE INDUSTRIELLE;95.5
2020;0100023W;AUBE;REIMS;GRAND EST;LYCÉE POLYVALENT MARIE DE CHAMPAGNE;95.6
2020;0640010N;PYRENEES-ATLANTIQUES;BORDEAUX;NOUVELLE-AQUITAINE;LYCÉE GÉNÉRAL RENÉ CASSIN;95.6
2020;0753887T;PARIS;PARIS;ILE-DE-FRANCE;LYCÉE PRIVÉ BOSSUET-NOTRE-DAME;95.6
2020;0781581V;YVELINES;VERSAILLES;ILE-DE-FRANCE;LYCÉE PROFESSIONNEL PRIVÉ SAINT THOMAS;95.6
2020;0910620E;ESSONNE;VERSAILLES;ILE-DE-FRANCE;LYCÉE POLYVALENT ROBERT DOISNEAU, LYCÉE DES MÉTIERS DES SERVICES AUX ENTREPRISES ET DE L'INDUSTRIE;95.6
2020;0940120V;VAL-DE-MARNE;CRETEIL;ILE-DE-FRANCE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE MARCELIN BERTHELOT;95.6
2020;0134155W;BOUCHES-DU-RHONE;AIX-MARSEILLE;PROVENCE-ALPES-COTE D'AZUR;LYCÉE POLYVALENT RÉGIONAL SIMONE VEIL;95.7
2020;0300023M;GARD;MONTPELLIER;OCCITANIE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE ALBERT CAMUS;95.7
2020;0690132U;RHONE;LYON;AUVERGNE-RHONE-ALPES;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PIERRE BROSSOLETTE;95.7
2020;0750653C;PARIS;PARIS;ILE-DE-FRANCE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE SOPHIE GERMAIN;95.7
2020;0932031C;SEINE-SAINT-DENIS;CRETEIL;ILE-DE-FRANCE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE CHARLES DE GAULLE;95.7
2020;0940126B;VAL-DE-MARNE;CRETEIL;ILE-DE-FRANCE;LYCÉE POLYVALENT MAXIMILIEN PERRET - LYCÉE DES MÉTIERS DE L'ÉNERGIE ET DU GÉNIE CLIMATIQUE;95.7
2020;0951811C;VAL-D'OISE;VERSAILLES;ILE-DE-FRANCE;LYCÉE POLYVALENT FERNAND ET NADIA LÉGER, LYCÉE DES MÉTIERS DU SOCIAL, DE LA SANTÉ, DES SERVICES;95.7
2020;0101015Z;AUBE;REIMS;GRAND EST;LYCÉE PROFESSIONNEL PRIVÉ LA SALLE - LYCÉE DES MÉTIERS DU BÂTIMENT PERFORMANT, DU DESIGN ET DE LA COMMUNICATION DIGITALE;95.8
2020;0421980Z;LOIRE;LYON;AUVERGNE-RHONE-ALPES;LYCÉE PROFESSIONNEL PRIVÉ ENSEMBLE SCOLAIRE LA SALLE - LYCÉE DES MÉTIERS DE LA PRODUCTIQUE ET DE L'ÉLECTRICITÉ;95.8
2020;0500065Z;MANCHE;NORMANDIE;NORMANDIE;LYCÉE GÉNÉRAL LE VERRIER;95.8
2020;0540038Y;MEURTHE-ET-MOSELLE;NANCY-METZ;GRAND EST;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE HENRI POINCARÉ;95.8
2020;0590149S;NORD;LILLE;HAUTS-DE-FRANCE;LYCÉE POLYVALENT PIERRE FOREST;95.8
2020;0640131V;PYRENEES-ATLANTIQUES;BORDEAUX;NOUVELLE-AQUITAINE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ SAINT DOMINIQUE;95.8
2020;0690671E;RHONE;LYON;AUVERGNE-RHONE-ALPES;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ JEAN-BAPTISTE DE LA SALLE;95.8
2020;0693769X;RHONE;LYON;AUVERGNE-RHONE-ALPES;LYCÉE GÉNÉRAL PRIVÉ JUIF DE LYON;95.8
2020;0311133N;HAUTE-GARONNE;TOULOUSE;OCCITANIE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ LE CAOUSOU;95.9
2020;0420991Z;LOIRE;LYON;AUVERGNE-RHONE-ALPES;LYCÉE PROFESSIONNEL PRIVÉ LE MARAIS STE THÉRÈSE - LYCÉE DES MÉTIERS DES TECHNOLOGIES DE LA PRÉCISION;95.9
2020;0421742R;LOIRE;LYON;AUVERGNE-RHONE-ALPES;LYCÉE PROFESSIONNEL PRIVÉ TÉZENAS DU MONTCEL - LYCÉE DES MÉTIERS DE LA GESTION ET DU COMMERCE;95.9
2020;0690029G;RHONE;LYON;AUVERGNE-RHONE-ALPES;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE LACASSAGNE;95.9
2020;0690712Z;RHONE;LYON;AUVERGNE-RHONE-ALPES;LYCÉE PROFESSIONNEL PRIVÉ SAINT LOUIS-SAINT BRUNO - LYCÉE DES MÉTIERS DU TERTIAIRE ADMINISTRATIF ET COMMERCIAL;95.9
2020;0750794F;PARIS;PARIS;ILE-DE-FRANCE;LYCÉE PROFESSIONNEL BRASSAI - LYCÉE DES MÉTIERS DE LA PHOTOGRAPHIE ET DE L'IMAGE;95.9
2020;0800009A;SOMME;AMIENS;HAUTS-DE-FRANCE;LYCÉE GÉNÉRAL LOUIS THUILLIER;95.9
2020;0921505L;HAUTS-DE-SEINE;VERSAILLES;ILE-DE-FRANCE;LYCÉE PROFESSIONNEL LOUIS DARDENNE;95.9
2020;0921625S;HAUTS-DE-SEINE;VERSAILLES;ILE-DE-FRANCE;LYCÉE PROFESSIONNEL PAUL PAINLEVÉ, LYCÉE DES MÉTIERS DU COMMERCE, DE LA COMMUNICATION ET DE LA GESTION;95.9
2020;0941474S;VAL-DE-MARNE;CRETEIL;ILE-DE-FRANCE;LYCÉE POLYVALENT DARIUS MILHAUD;95.9
2020;0310047H;HAUTE-GARONNE;TOULOUSE;OCCITANIE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE OZENNE;96.0
2020;0440063E;LOIRE-ATLANTIQUE;NANTES;PAYS DE LA LOIRE;LYCÉE PROFESSIONNEL LOUIS-JACQUES GOUSSIER - LYCÉE DES MÉTIERS DE LA SANTÉ ET DU BIEN-ÊTRE;96.0
2020;0593034C;NORD;LILLE;HAUTS-DE-FRANCE;LYCÉE POLYVALENT PRIVÉ THÉOPHILE LEGRAND;96.0
2020;0691875N;RHONE;LYON;AUVERGNE-RHONE-ALPES;LYCÉE PROFESSIONNEL PRIVÉ INSTITUT TECHNIQUE DES CARRIÈRES CAROLE;96.0
2020;0751710B;PARIS;PARIS;ILE-DE-FRANCE;LYCÉE PROFESSIONNEL N.L VAUQUELIN - LYCÉE DES MÉTIERS DES PROCÉDÉS CHIMIQUES, DES BIOTECHNOLOGIES ET DE L'EAU;96.0
2020;0760110G;SEINE MARITIME;NORMANDIE;NORMANDIE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE MARCEL SEMBAT;96.0
2020;0770933W;SEINE-ET-MARNE;CRETEIL;ILE-DE-FRANCE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE JACQUES AMYOT;96.0
2020;0771940R;SEINE-ET-MARNE;CRETEIL;ILE-DE-FRANCE;LYCÉE POLYVALENT SIMONE VEIL;96.0
2020;0820885S;TARN-ET-GARONNE;TOULOUSE;OCCITANIE;LYCÉE PROFESSIONNEL PRIVÉ DE COIFFURE SKHOLE D'ART;96.0
2020;0880101G;VOSGES;NANCY-METZ;GRAND EST;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ NOTRE DAME - SAINT JOSEPH;96.0
2020;0881530K;VOSGES;NANCY-METZ;GRAND EST;LYCÉE PROFESSIONNEL PRIVÉ NOTRE DAME - SAINT JOSEPH;96.0
2020;0930933J;SEINE-SAINT-DENIS;CRETEIL;ILE-DE-FRANCE;LYCÉE POLYVALENT PRIVÉ ASSOMPTION;96.0
2020;0332550T;GIRONDE;BORDEAUX;NOUVELLE-AQUITAINE;LP PRIVÉ SAINT GENES LA SALLE - LYCÉE DES MÉTIERS DE LA TRANSITION ÉNERGÉTIQUE, DU NUMÉRIQUE, DU TRANSPORT LOGISTIQUE ET DU COMMERCE;96.1
2020;0420013L;LOIRE;LYON;AUVERGNE-RHONE-ALPES;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE ALBERT CAMUS;96.1
2020;0440119R;LOIRE-ATLANTIQUE;NANTES;PAYS DE LA LOIRE;LYCÉE POLYVALENT PRIVÉ HÔTELIER SAINTE ANNE - LYCÉE DES MÉTIERS;96.1
2020;0690698J;RHONE;LYON;AUVERGNE-RHONE-ALPES;LYCÉE PROFESSIONNEL PRIVÉ SOCIÉTÉ ENSEIGNEMENT PROFESSIONNEL DU RHÔNE - LYCÉE DES MÉTIERS DU RÉSEAU TEXTILE MODE CUIR;96.1
2020;0740082M;HAUTE SAVOIE;GRENOBLE;AUVERGNE-RHONE-ALPES;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ SAINT MICHEL;96.1
2020;0931565W;SEINE-SAINT-DENIS;CRETEIL;ILE-DE-FRANCE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE FLORA TRISTAN;96.1
2020;0931812P;SEINE-SAINT-DENIS;CRETEIL;ILE-DE-FRANCE;LYCÉE GÉNÉRAL PRIVÉ SAINT LOUIS-SAINTE CLOTILDE;96.1
2020;0381666E;ISERE;GRENOBLE;AUVERGNE-RHONE-ALPES;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ PIERRE TERMIER;96.2
2020;0593027V;NORD;LILLE;HAUTS-DE-FRANCE;LYCÉE PROFESSIONNEL PRIVÉ INDUSTRIES LILLOISES EPIL - LYCÉE DES MÉTIERS DE LA CONSTRUCTION DE L'ENVIRONNEMENT ET DES ENERGIES;96.2
2020;0690109U;RHONE;LYON;AUVERGNE-RHONE-ALPES;LYCÉE PROFESSIONNEL MARIE CURIE - LYCÉE DES MÉTIERS DU COMMERCE ET DU SERVICE À LA PERSONNE;96.2
2020;0781297L;YVELINES;VERSAILLES;ILE-DE-FRANCE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PLAINE DE NEAUPHLE;96.2
2020;0900002N;TERRITOIRE DE BELFORT;BESANCON;BOURGOGNE-FRANCHE-COMTE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE CONDORCET;96.2
2020;0931585T;SEINE-SAINT-DENIS;CRETEIL;ILE-DE-FRANCE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE ANDRÉ BOULLOCHE;96.2
2020;0020079A;AISNE;AMIENS;HAUTS-DE-FRANCE;LYCÉE PROFESSIONNEL CONDORCET - LYCÉE DES MÉTIERS;96.3
2020;0100059K;AUBE;REIMS;GRAND EST;LYCÉE TECHNOLOGIQUE PRIVÉ LA SALLE;96.3
2020;0300083C;GARD;MONTPELLIER;OCCITANIE;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE PRIVÉ SAINT STANISLAS;96.3
2020;0440022K;LOIRE-ATLANTIQUE;NANTES;PAYS DE LA LOIRE;LYCÉE GÉNÉRAL JULES VERNE;96.3
